Change Component Designator: OldDesignator=C34A NewDesignator=C34C
Change Component Designator: OldDesignator=C52B NewDesignator=C52A
Change Component Designator: OldDesignator=C52C NewDesignator=C52B
Change Component Designator: OldDesignator=C53A NewDesignator=C53C
Change Component Designator: OldDesignator=C53B NewDesignator=C53A
Change Component Designator: OldDesignator=C53C NewDesignator=C53B
Change Component Designator: OldDesignator=C54A NewDesignator=C54C
Change Component Designator: OldDesignator=C54B NewDesignator=C54A
Change Component Designator: OldDesignator=C54C NewDesignator=C54B
Change Component Designator: OldDesignator=C55A NewDesignator=C55C
Change Component Designator: OldDesignator=C55B NewDesignator=C55A
Change Component Designator: OldDesignator=C55C NewDesignator=C55B
Change Component Designator: OldDesignator=C56A NewDesignator=C56C
Change Component Designator: OldDesignator=C56B NewDesignator=C56A
Change Component Designator: OldDesignator=C56C NewDesignator=C56B
Change Component Designator: OldDesignator=C57A NewDesignator=C57C
Change Component Designator: OldDesignator=C57B NewDesignator=C57A
Change Component Designator: OldDesignator=C57C NewDesignator=C57B
Change Component Designator: OldDesignator=C58A NewDesignator=C58C
Change Component Designator: OldDesignator=C58B NewDesignator=C58A
Change Component Designator: OldDesignator=C58C NewDesignator=C58B
Change Component Designator: OldDesignator=C59A NewDesignator=C59C
Change Component Designator: OldDesignator=C59B NewDesignator=C59A
Change Component Designator: OldDesignator=C59C NewDesignator=C59B
Change Component Designator: OldDesignator=C60A NewDesignator=C60C
Change Component Designator: OldDesignator=C60B NewDesignator=C60A
Change Component Designator: OldDesignator=C60C NewDesignator=C60B
Change Component Designator: OldDesignator=C61A NewDesignator=C61C
Change Component Designator: OldDesignator=C61B NewDesignator=C61A
Change Component Designator: OldDesignator=C61C NewDesignator=C61B
Change Component Designator: OldDesignator=C62A NewDesignator=C62C
Change Component Designator: OldDesignator=C62B NewDesignator=C62A
Change Component Designator: OldDesignator=C62C NewDesignator=C62B
Change Component Designator: OldDesignator=C63A NewDesignator=C63C
Change Component Designator: OldDesignator=C63B NewDesignator=C63A
Change Component Designator: OldDesignator=C63C NewDesignator=C63B
Change Component Designator: OldDesignator=C64A NewDesignator=C64C
Change Component Designator: OldDesignator=C64B NewDesignator=C64A
Change Component Designator: OldDesignator=C64C NewDesignator=C64B
Change Component Designator: OldDesignator=C65A NewDesignator=C65C
Change Component Designator: OldDesignator=C65B NewDesignator=C65A
Change Component Designator: OldDesignator=C65C NewDesignator=C65B
Change Component Designator: OldDesignator=C66A NewDesignator=C66C
Change Component Designator: OldDesignator=C66B NewDesignator=C66A
Change Component Designator: OldDesignator=C66C NewDesignator=C66B
Change Component Designator: OldDesignator=C67A NewDesignator=C67C
Change Component Designator: OldDesignator=C67B NewDesignator=C67A
Change Component Designator: OldDesignator=C67C NewDesignator=C67B
Change Component Designator: OldDesignator=C68A NewDesignator=C68C
Change Component Designator: OldDesignator=C68B NewDesignator=C68A
Change Component Designator: OldDesignator=C68C NewDesignator=C68B
Change Component Designator: OldDesignator=C69A NewDesignator=C69C
Change Component Designator: OldDesignator=C69B NewDesignator=C69A
Change Component Designator: OldDesignator=C69C NewDesignator=C69B
Change Component Designator: OldDesignator=C70A NewDesignator=C70C
Change Component Designator: OldDesignator=C70B NewDesignator=C70A
Change Component Designator: OldDesignator=C70C NewDesignator=C70B
Change Component Designator: OldDesignator=D2A NewDesignator=D2C
Change Component Designator: OldDesignator=D2B NewDesignator=D2A
Change Component Designator: OldDesignator=D2C NewDesignator=D2B
Change Component Designator: OldDesignator=FB2A NewDesignator=FB2C
Change Component Designator: OldDesignator=FB2B NewDesignator=FB2A
Change Component Designator: OldDesignator=FB2C NewDesignator=FB2B
Change Component Designator: OldDesignator=FB3A NewDesignator=FB3C
Change Component Designator: OldDesignator=FB3B NewDesignator=FB3A
Change Component Designator: OldDesignator=FB3C NewDesignator=FB3B
Change Component Designator: OldDesignator=FB4A NewDesignator=FB4C
Change Component Designator: OldDesignator=FB4B NewDesignator=FB4A
Change Component Designator: OldDesignator=FB4C NewDesignator=FB4B
Change Component Designator: OldDesignator=FB5A NewDesignator=FB5C
Change Component Designator: OldDesignator=FB5B NewDesignator=FB5A
Change Component Designator: OldDesignator=FB5C NewDesignator=FB5B
Change Component Designator: OldDesignator=FB6A NewDesignator=FB6C
Change Component Designator: OldDesignator=FB6B NewDesignator=FB6A
Change Component Designator: OldDesignator=FB6C NewDesignator=FB6B
Change Component Designator: OldDesignator=FB7A NewDesignator=FB7C
Change Component Designator: OldDesignator=FB7B NewDesignator=FB7A
Change Component Designator: OldDesignator=FB7C NewDesignator=FB7B
Change Component Designator: OldDesignator=FB8A NewDesignator=FB8C
Change Component Designator: OldDesignator=FB8B NewDesignator=FB8A
Change Component Designator: OldDesignator=FB8C NewDesignator=FB8B
Change Component Designator: OldDesignator=IC3A NewDesignator=IC3C
Change Component Designator: OldDesignator=IC3B NewDesignator=IC3A
Change Component Designator: OldDesignator=IC3C NewDesignator=IC3B
Change Component Designator: OldDesignator=J4A NewDesignator=J4C
Change Component Designator: OldDesignator=J4B NewDesignator=J4A
Change Component Designator: OldDesignator=J4C NewDesignator=J4B
Change Component Designator: OldDesignator=L2A NewDesignator=L2C
Change Component Designator: OldDesignator=L2B NewDesignator=L2A
Change Component Designator: OldDesignator=L2C NewDesignator=L2B
Change Component Designator: OldDesignator=L3A NewDesignator=L3C
Change Component Designator: OldDesignator=L3B NewDesignator=L3A
Change Component Designator: OldDesignator=L3C NewDesignator=L3B
Change Component Designator: OldDesignator=L4A NewDesignator=L4C
Change Component Designator: OldDesignator=L4B NewDesignator=L4A
Change Component Designator: OldDesignator=L4C NewDesignator=L4B
Change Component Designator: OldDesignator=L5A NewDesignator=L5C
Change Component Designator: OldDesignator=L5B NewDesignator=L5A
Change Component Designator: OldDesignator=L5C NewDesignator=L5B
Change Component Designator: OldDesignator=MP1A NewDesignator=MP1C
Change Component Designator: OldDesignator=MP1B NewDesignator=MP1A
Change Component Designator: OldDesignator=MP1C NewDesignator=MP1B
Change Component Designator: OldDesignator=R37A NewDesignator=R37C
Change Component Designator: OldDesignator=R37B NewDesignator=R37A
Change Component Designator: OldDesignator=R37C NewDesignator=R37B
Change Component Designator: OldDesignator=R38A NewDesignator=R38C
Change Component Designator: OldDesignator=R38B NewDesignator=R38A
Change Component Designator: OldDesignator=R38C NewDesignator=R38B
Change Component Designator: OldDesignator=R39A NewDesignator=R39C
Change Component Designator: OldDesignator=R39B NewDesignator=R39A
Change Component Designator: OldDesignator=R39C NewDesignator=R39B
Change Component Designator: OldDesignator=R40A NewDesignator=R40C
Change Component Designator: OldDesignator=R40B NewDesignator=R40A
Change Component Designator: OldDesignator=R40C NewDesignator=R40B
Change Component Designator: OldDesignator=R41A NewDesignator=R41C
Change Component Designator: OldDesignator=R41B NewDesignator=R41A
Change Component Designator: OldDesignator=R41C NewDesignator=R41B
Change Component Designator: OldDesignator=R42A NewDesignator=R42C
Change Component Designator: OldDesignator=R42B NewDesignator=R42A
Change Component Designator: OldDesignator=R42C NewDesignator=R42B
Change Component Designator: OldDesignator=R43A NewDesignator=R43C
Change Component Designator: OldDesignator=R43B NewDesignator=R43A
Change Component Designator: OldDesignator=R43C NewDesignator=R43B
Change Component Designator: OldDesignator=R44A NewDesignator=R44C
Change Component Designator: OldDesignator=R44B NewDesignator=R44A
Change Component Designator: OldDesignator=R44C NewDesignator=R44B
Change Component Designator: OldDesignator=R45A NewDesignator=R45C
Change Component Designator: OldDesignator=R45B NewDesignator=R45A
Change Component Designator: OldDesignator=R45C NewDesignator=R45B
Change Component Designator: OldDesignator=R46A NewDesignator=R46C
Change Component Designator: OldDesignator=R46B NewDesignator=R46A
Change Component Designator: OldDesignator=R46C NewDesignator=R46B
Change Component Designator: OldDesignator=R47A NewDesignator=R47C
Change Component Designator: OldDesignator=R47B NewDesignator=R47A
Change Component Designator: OldDesignator=R47C NewDesignator=R47B
Change Component Designator: OldDesignator=U1A NewDesignator=U1C
Change Component Designator: OldDesignator=U1B NewDesignator=U1A
Change Component Designator: OldDesignator=U1C NewDesignator=U1B
Change Component Designator: OldDesignator=U2A NewDesignator=U2C
Change Component Designator: OldDesignator=U2B NewDesignator=U2A
Change Component Designator: OldDesignator=U2C NewDesignator=U2B
Change Component Designator: OldDesignator=U3A NewDesignator=U3C
Change Component Designator: OldDesignator=U3B NewDesignator=U3A
Change Component Designator: OldDesignator=U3C NewDesignator=U3B
Change Component Designator: OldDesignator=X1A NewDesignator=X1C
Change Component Designator: OldDesignator=X1B NewDesignator=X1A
Change Component Designator: OldDesignator=X1C NewDesignator=X1B
Added Component: Designator=C34D(SMD-0402C)
Add component (AddParameter): Name = "@ qty"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheets"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digi-Key Part Number"; Value = "490-8176-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Factory Stock"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Image"; Value = "//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0402 (1005 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "GRM1555C1E331JA01D"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Quantity Available"; Value = "41182"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "GRM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.039" L x 0.020" W (1.00mm x 0.50mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "C0G, NP0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±5%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Unit Price (USD)"; Value = "0,1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "330pF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "25V"; VariantName = "[No Variations]"
Added Component: Designator=C35D(SMD-0805C)
Add component (AddParameter): Name = "@ qty"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Applications"; Value = "Automotive"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheets"; Value = "http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRT21BC81C106KE01-01.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digi-Key Part Number"; Value = "490-12343-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Factory Stock"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "Derating Recommended"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Image"; Value = "//media.digikey.com/Renders/Murata%20Renders/GRT%20Series%200805(2012%20Metric).jpg"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 105°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "GRT21BC81C106KE01L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Quantity Available"; Value = "4300"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "GRT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X6S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.057" (1.45mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Unit Price (USD)"; Value = "0,54"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "16V"; VariantName = "[No Variations]"
Added Component: Designator=C36D(SMD-0805C)
Add component (AddParameter): Name = "@ qty"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Applications"; Value = "Automotive"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheets"; Value = "http://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRT21BR61C226ME13-01.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digi-Key Part Number"; Value = "490-12383-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Factory Stock"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Image"; Value = "//media.digikey.com/Renders/Murata%20Renders/GRT%20Series%200805(2012%20Metric).jpg"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Style"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0805 (2012 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "GRT21BR61C226ME13L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Quantity Available"; Value = "32"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "AEC-Q200"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "GRT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.049" W (2.00mm x 1.25mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X5R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "0.057" (1.45mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±20%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Unit Price (USD)"; Value = "0,58"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "22µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "16V"; VariantName = "[No Variations]"
Added Component: Designator=C37D(SMD-1210C)
Add component (AddParameter): Name = "@ qty"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheets"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digi-Key Part Number"; Value = "490-10530-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Factory Stock"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Failure Rate"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "Derating Recommended"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.106" (2.70mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Image"; Value = "//media.digikey.com/Renders/Murata%20Renders/1210-32E.jpg"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "1210 (3225 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0.126" L x 0.098" W (3.20mm x 2.50mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "GRM32EC70J107ME15L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Quantity Available"; Value = "64"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "GRM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±20%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Unit Price (USD)"; Value = "0,89"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "6.3V"; VariantName = "[No Variations]"
Added Component: Designator=C38D(SMD-1210C)
Add component (AddParameter): Name = "@ qty"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheets"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digi-Key Part Number"; Value = "490-10530-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Factory Stock"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Failure Rate"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "Derating Recommended"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.106" (2.70mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Image"; Value = "//media.digikey.com/Renders/Murata%20Renders/1210-32E.jpg"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "1210 (3225 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0.126" L x 0.098" W (3.20mm x 2.50mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "GRM32EC70J107ME15L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Quantity Available"; Value = "64"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ratings"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "GRM"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "X7S"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness (Max)"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±20%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Unit Price (USD)"; Value = "0,89"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "6.3V"; VariantName = "[No Variations]"
Added Component: Designator=C39D(SMD-1210C)
Add component (AddParameter): Name = "@ qty"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Applications"; Value = "General Purpose"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Datasheets"; Value = "http://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digi-Key Part Number"; Value = "490-10530-1-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Factory Stock"; Value = "0"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Failure Rate"; Value = "Surface Mount, MLCC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = "Derating Recommended"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.106" (2.70mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Image"; Value = "//media.digikey.com/Renders/Murata%20Renders/1210-32E.jpg"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Spacing"; Value = "-"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Murata Electronics North America"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "1210 (3225 Metric)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0.126" L x 0.098" W (3.20mm x 2.50mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Cut Tape (CT)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "GRM32EC70J107ME15L"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
